Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?,reader id
Fangirl Down,Tessa Bailey,Callie Dalton (Narrator),9780063308398,audio,read,2024/08/28,2024/08/29,2024/08/29,1.0,,,,,,,,5.0,,,,,No,3
Sunbringer,Hannah Kaner,,9780008521516,hardcover,read,2024/01/17,2024/05/13,2024/05/13,1.0,,,,,,,,5.0,,,,,No,3
All the Dangerous Things,Stacy Willingham,,9781250803856,hardcover,to-read,2024/07/28,,,0.0,,,,,,,,,,,,,No,3
Under the Whispering Door,TJ Klune,,9781250217349,hardcover,read,2024/02/01,2024/02/19,2024/02/19,1.0,,,,,,,,3.0,"This book was another one that could have been amazing. The overall message and story were beautiful, but it was repetitive and could have been cut down significantly.",,,,No,3
Filthy Rich Fae,Geneva Lee,,9781649375780,digital,read,2024/08/18,2025/04/25,2025/04/20-2025/04/25,1.0,,medium,Character,No,Yes,No,Yes,3.0,,,,,No,3
The Mortal Word,Genevieve Cogman,,9781509830732,digital,to-read,2024/05/30,,,0.0,,,,,,,,,,,,,No,3
What Did You Do?,Jeneane O'Riley,,9781962719001,digital,to-read,2024/08/18,,,0.0,,,,,,,,,,,,,No,3
The Bear and the Nightingale,Katherine Arden,,9781101885932,hardcover,to-read,2026/03/10,,,0.0,,,,,,,,,,,,,No,3
Fever Dream,Samanta Schweblin,Megan McDowell (Tran,9780399184598,hardcover,read,2024/07/26,2024/07/26,2024/07/26,1.0,,,,,,,,3.0,,,,,No,3
How to Fake It with a Fae,Amy Boyles,,9798878521994,digital,to-read,2024/04/29,,,0.0,,,,,,,,,,,,,No,3
The Rainfall Market,You Yeong-Gwang,Slin Jung (Translator),9780241687987,hardcover,to-read,2026/02/14,,,0.0,,,,,,,,,,,,,No,3
Paladin's Hope,T. Kingfisher,,9798201410292,digital,to-read,2024/08/23,,,0.0,,,,,,,,,,,,,No,3
Mexican Gothic,Silvia Moreno-Garcia,,9781529402667,digital,read,2024/06/01,2024/09/01,2024/09/01,1.0,,,,,,,,4.0,It definitely takes a bit for the story to get moving but it’s worth the wait.,,,,No,3
The Night Circus,Erin Morgenstern,,9780385534635,hardcover,read,2024/02/08,,,1.0,,,,,,,,,,,,,No,3
Recollection,Jeremiah Beck,,9781667899138,paperback,to-read,2024/06/11,,,0.0,,,,,,,,,,,,,No,3
Middle of the Night,Riley Sager,,9780593472378,hardcover,read,2025/06/05,2025/06/06,2025/06/05-2025/06/06,1.0,,slow,,,,,,2.5,,,,,No,3
The Truest Sense: A Collection of Horrors,"Chad Wehrle, Laura Keat",Laura Keating (Illustrator),,,to-read,2024/07/30,,,0.0,,,,,,,,,,,,,No,3
Nothing But Blackened Teeth,Cassandra Khaw,,9781250759412,hardcover,read,2024/07/30,2024/09/11,2024/09/11,1.0,,,,,,,,2.0,"The writing was not great, the characters weren’t super believable, and the dialogue was choppy. The story was actually good though.",,,tbr-on-my-shelf,Yes,3
Cold Clay,Juneau Black,,9780593466285,paperback,to-read,2024/11/07,,,0.0,,,,,,,,,,,,,No,3
The Undermining of Twyla and Frank,Megan Bannen,,9780356521923,paperback,to-read,2024/06/21,,,0.0,,,,,,,,,,,,,No,3
A Venom Dark and Sweet,Judy I. Lin,,9781250767103,hardcover,read,2024/06/11,,,1.0,,,,,,,,,,,,,No,3
A House at the Bottom of a Lake,Josh Malerman,,9781910471029,digital,read,2024/10/01,2024/10/03,2024/10/03,1.0,,,,,,,,3.0,,,,,No,3
Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,Sudhir Venkatesh,,9781594201509,hardcover,read,2015/05/29,,,1.0,,,,,,,,5.0,,,,,No,3
This Wretched Valley,Jenny Kiefer,,9781683693680,paperback,read,2024/10/18,2024/10/23,2024/10/23,1.0,,,,,,,,2.0,,,,,No,3
Human Rites,Juno Dawson,,9780008478629,digital,to-read,2024/05/29,,,0.0,,,,,,,,,,,,,No,3
A Promise of Peridot,Kate Golden,,9781529434071,digital,read,2024/06/01,2024/08/18,2024/08/18,1.0,,,,,,,,4.0,,,,,No,3
The Kiss Curse,Erin Sterling,,9780063027510,paperback,read,2024/05/12,2024/08/13,2024/08/13,1.0,,,,,,,,4.0,,,,,No,3
For Better or Cursed,Kate Williams,,9780525707448,paperback,to-read,2024/10/14,,,0.0,,,,,,,,,,,,,Yes,3
Innamorata,Ava Reid,,9780593722596,hardcover,to-read,2026/02/18,,,0.0,,,,,,,,,,,,,No,3
He Sees You When You're Sleeping,Alta Hensley,,B0DM68GPGV,digital,read,2025/11/08,2025/11/08,2025/11/07-2025/11/08,1.0,,,,,,,,3.0,,,,,No,3
Summer in Orcus,T. Kingfisher,,9781386766612,digital,to-read,2024/08/23,,,0.0,,,,,,,,,,,,,No,3
Make the Season Bright,Ashley Herring Blake,,9780593550595,paperback,read,2025/12/29,2025/12/31,2025/12/29-2025/12/31,1.0,,,,,,,,3.0,,,,,No,3
What Stalks the Deep,T. Kingfisher,,9781250354921,hardcover,read,2024/12/31,2025/10/09,2025/10/09-2025/10/09,1.0,,,,,,,,5.0,,,,,No,3
Painted Devils,Margaret Owen,,9781250831163,hardcover,to-read,2024/01/26,,,0.0,,,,,,,,,,,,,No,3
Brewed With Love,Shelly Page,,9780593897621,paperback,read,2024/12/31,2025/02/03,2025/01/30-2025/02/03,2.0,"adventurous, lighthearted",medium,Character,Yes,Yes,Yes,,4.0,,,,,No,3
Everything Is Illuminated,Jonathan Safran Foer,,9780060529703,paperback,read,2015/05/29,,,1.0,,,,,,,,4.0,,,,,No,3
The Secret Lives of Country Gentlemen,K.J. Charles,,9781728255859,paperback,to-read,2024/02/01,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
A Fate Inked In Blood,Danielle L. Jensen,,9780593599839,hardcover,to-read,2024/02/27,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
Melon Head Mayhem,Alex Ebenstein,,9781959565161,digital,read,2024/10/15,2024/11/07,2024/11/07,1.0,,,,,,,,3.0,,,,,No,3
The Dead Romantics,Ashley Poston,,593336496,digital,read,2024/04/29,2025/09/07,2025/09/04-2025/09/07,1.0,,,,,,,,5.0,,,,,Yes,3
Day,Elie Wiesel,Anne Borchardt (Transl,9780809023097,paperback,read,2015/05/29,,,1.0,,,,,,,,5.0,,,,,No,3
His & Hers,Alice Feeney,,9781250266071,hardcover,read,2026/01/16,2026/01/27,2026/01/16-2026/01/27,1.0,,,,,,,,3.75,,,,,No,3
A Dowry of Blood,S.T. Gibson,,9780316501071,hardcover,read,2024/06/11,2024/07/03,2024/07/03,1.0,,,,,,,,4.0,,,,,No,3
Bury Our Bones in the Midnight Soil,V.E. Schwab,,2928377277123,hardcover,did-not-finish,2025/09/23,,,0.0,,,,,,,,,"<div>This is the first VE Schwab book that I haven’t liked. It was too slow, the plot itself wasn’t that intriguing, and I felt bored for most of what I did read.</div>",,,,No,3
Teleportasm,Joshua Millican,,9781959565284,paperback,to-read,2024/10/15,,,0.0,,,,,,,,,,,,,No,3
The Dagger,Marieke Lexmond,,9781098336790,digital,to-read,2024/06/15,,,0.0,,,,,,,,,,,,,No,3
Mirror Lake,Juneau Black,,9780593466308,paperback,to-read,2024/11/07,,,0.0,,,,,,,,,,,,,No,3
Tarot & Self-Discovery: A Therapeutic Tarot Journey with over 200 Spreads,Shannon Knight,,,paperback,to-read,2024/01/05,,,0.0,,,,,,,,,,,,,No,3
The Very Secret Society of Irregular Witches,Sangu Mandanna,,9780593439357,paperback,read,2024/02/01,2024/08/26,2024/08/26,1.0,,,,,,,,4.0,,,,,No,3
The Other Side of Disappearing,Kate Clayborn,,9781496737311,paperback,to-read,2024/02/19,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
Scuttler's Cove,David Barnett,,9781804367582,digital,to-read,2024/11/30,,,0.0,,,,,,,,,,,,,No,3
"Your Blood, My Bones",Kelly Andrew,,9781338885071,hardcover,read,2024/04/09,2024/05/31,2024/05/31,1.0,,,,,,,,4.0,,,,,No,3
The Secret of the Three Fates,Jess Armstrong,,9781250909886,hardcover,to-read,2024/06/11,,,0.0,,,,,,,,,,,,,No,3
We Shall Be Monsters,Tara Sim,,9780593407424,hardcover,to-read,2024/07/30,,,0.0,,,,,,,,,,,,,No,3
Thief of Night,Holly Black,,9781250812223,hardcover,to-read,2025/09/25,,,0.0,,,,,,,,,,,,,No,3
The Witches of Blood Harbor,Nathan Guardian,,9798891321250,paperback,to-read,2024/11/06,,,0.0,,,,,,,,,,,,,No,3
The Doll Factory,Elizabeth Macneal,,9781529002393,hardcover,to-read,2024/12/03,,,0.0,,,,,,,,,,,,,No,3
Faithbreaker,Hannah Kaner,,9780008521585,digital,read,2024/07/10,2025/04/05,2025/04/01-2025/04/05,1.0,"adventurous, emotional, tense",medium,A mix,Yes,Yes,Yes,Yes,5.0,,,,,No,3
These Deathless Shores,P.H. Low,,,paperback,to-read,2024/06/12,,,0.0,,,,,,,,,,,,upcoming-release,No,3
A Whisper in the Walls,Scott Reintgen,,9781665930468,hardcover,read,2024/04/11,2024/04/30,2024/04/30,1.0,,,,,,,,3.0,,,,,No,3
The Last One at the Wedding,Jason Rekulak,,9781250895783,hardcover,read,2026/03/02,2026/03/06,2026/03/02-2026/03/06,1.0,,,,,,,,2.75,,,,,No,3
Gaslight,"Miles Joris-Peyrafitte, Sara Shepard",,9798212189248,digital,to-read,2024/04/28,,,0.0,,,,,,,,,,,,,No,3
Ancillary Justice,Ann Leckie,,,paperback,to-read,2024/09/02,,,0.0,,,,,,,,,,,,,No,3
The Fine Print,Lauren Asher,,9781737507710,paperback,to-read,2024/02/01,,,0.0,,,,,,,,,,,,,No,3
Rules for Ghosting,Shelly Jay Shore,,9780593723944,paperback,read,2024/06/05,2024/10/26,2024/10/26,1.0,,,,,,,,4.0,,,,,No,3
Girl in the Creek,Wendy N. Wagner,,9781250908643,hardcover,to-read,2024/11/30,,,0.0,,,,,,,,,,,,,No,3
Cruel Seduction,Katee Robert,,9781728262765,paperback,read,2024/02/01,,,1.0,,,,,,,,,,,,,No,3
Real Men Knit,Kwana Jackson,,9781984806505,paperback,read,2025/04/14,2025/04/16,2025/04/14-2025/04/16,1.0,,slow,A mix,No,No,Yes,Yes,2.25,,,,,No,3
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and",Brené Brown,,9781592407330,hardcover,read,2015/05/29,,,1.0,,,,,,,,4.0,,,,,No,3
Player Piano,Kurt Vonnegut,,9780385333788,paperback,read,2015/05/29,,,1.0,,,,,,,,,,,,,No,3
Butcher & Blackbird,Brynne Weaver,,9798857497074,paperback,read,2024/01/05,2024/01/28,2024/01/28,1.0,,,,,,,,2.0,"This could have been a 4-5 star book. The plot was amazing, the character development was great, but the ending was underwhelming. I wish there was more to the Lark/Blackbird past. I think there was too much focus on the “happily ever after” in the middle and not enough to David’s ending. Yo",,,,No,3
Dragon Cursed,Elise Kova,,9781649377838,hardcover,to-read,2026/02/16,,,0.0,,,,,,,,,,,,,No,3
Bookshops & Bonedust,Travis Baldree,,9781250886101,paperback,read,2024/01/08,2024/02/25,2024/02/25,1.0,,,,,,,,5.0,,,,,No,3
Dream Girl Drama,Tessa Bailey,,9780063424791,paperback,read,2024/12/31,2025/03/15,2025/03/11-2025/03/15,1.0,,medium,,,,,,3.25,,,,,No,3
The Accidental Pinup,Danielle Jackson,,9780593437339,paperback,to-read,2024/06/01,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
Witches Get Stitches,Juliette Cross,"Aiden Snow (Narrator),",B09N9ZPBB9,audio,to-read,2024/05/27,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
Emily Wilde's Map of the Otherlands,Heather Fawcett,,9780593500200,digital,to-read,2024/01/05,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
The Great Divide,Cristina Henríquez,,9780063291324,hardcover,to-read,2024/01/05,,,0.0,,,,,,,,,,,,,No,3
Immortal Dark,Tigest Girma,Jordan Cobb (Narrator),9781444979015,audio,to-read,2024/08/18,,,0.0,,,,,,,,,,,,,No,3
Bitterthorn,Kat Dunn,,9781839132957,paperback,to-read,2026/01/01,,,0.0,,,,,,,,,,,,,No,3
The Witch's Lens,Luanne G. Smith,,9781662510397,digital,to-read,2024/03/28,,,0.0,,,,,,,,,,,,,No,3
A Fellowship of Bakers & Magic,J. Penner,Vicki-Jo Eva (Narrator),B0CNHD6JF7,audio,read,2024/03/13,2025/10/07,2025/10/07-2025/10/07,1.0,"funny, lighthearted, relaxing",medium,,,,,,5.0,,,,,No,3
Song of the Six Realms,Judy I. Lin,,9781250871619,hardcover,to-read,2024/04/25,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
The Hollow Girl,Hillary Monahan,,,,to-read,2025/04/04,,,0.0,,,,,,,,,,,,,No,3
Happy Medium,Sarah Adler,,9780593547816,paperback,read,2025/10/28,2025/11/03,2025/10/28-2025/11/03,1.0,,,,,,,,3.5,,,,,No,3
"Becoming Baba Yaga: Trickster, Feminist, and Witch of the Woods",Kris Spisak,GennaRose Nethercott,9781642970517,paperback,read,2024/12/31,2025/01/01,2025/01/01,1.0,,,,,,,,4.0,I really enjoyed Kris’s insight on Baba Yaga and I did like the way it was structured. The diﬃcult part for me was the prose in the sections after each story. I got lost in all of the sentences that were posed as questions to get you thinking. I was looking for more of a straightforward explanation of the,,,,No,3
Fourth Wing,Rebecca Yarros,,9781649374042,hardcover,read,2024/01/17,2024/01/16,2024/01/16,1.0,,,,,,,,,I have this a second chance and I just cannot get into it. I think the world building could have been cut down and it’s one of the only times I’ve been left on a cliﬀhanger and not wanted to find out what happens next. I’m glad other people love it though!,,,,No,3
"You & I, Rewritten",Chip Pons,Kai Rubio (Narrator),9798765077306,audio,to-read,2024/07/17,,,0.0,,,,,,,,,,,,,No,3
Gideon the Ninth,Tamsyn Muir,,9781250313195,hardcover,to-read,2024/08/25,,,0.0,,,,,,,,,,,,,No,3
Dear God. Dear Bones. Dear Yellow.,Noor Hindi,,9781642596960,paperback,to-read,2024/02/01,,,0.0,,,,,,,,,,,,,No,3
We Live Here Now,Sarah Pinborough,,9781250394057,hardcover,read,2024/12/31,2025/09/04,2025/09/02-2025/09/04,1.0,,,,,,,,4.0,,,,,No,3
No Place Like You,Jillian Meadows,,9780063416208,paperback,read,2026/03/18,2026/03/22,2026/03/17-2026/03/22,1.0,,,,,,,,3.0,,,,,No,3
The Damned,Harper L. Woods,,9781250365231,hardcover,to-read,2024/12/31,,,0.0,,,,,,,,,,,,,No,3
Hag,Kathleen Kaufman,,,,to-read,2025/04/04,,,0.0,,,,,,,,,,,,,No,3
We Were Never Here,Andrea Bartz,,9781984820464,hardcover,read,2025/08/05,2025/08/08,2025/08/05-2025/08/08,1.0,,,,,,,,2.5,,,,,No,3
Earthflown,Frances Wren,Mallory Litarnes (Illustra,9798989756216,paperback,to-read,2024/02/17,,,0.0,,,,,,,,,,,,,No,3
If I Stopped Haunting You,Colby Wilkens,,9781250292902,paperback,read,2025/09/19,2025/09/23,2025/09/19-2025/09/23,1.0,,,,,,,,4.0,,,,,No,3
Final Girls,Riley Sager,,9781101985366,hardcover,read,2025/04/05,2025/04/06,2025/04/05-2025/04/06,1.0,"dark, emotional, tense",medium,A mix,Yes,It's complicated,It's complicated,Yes,4.5,,,,,No,3
The Butcher and the Wren,Alaina Urquhart,,9781638930143,hardcover,read,2024/01/05,,,1.0,,,,,,,,4.0,,,,,No,3
Bodies of Work,Clay McLeod Chapman,,9781835415948,digital,to-read,2025/12/31,,,0.0,,,,,,,,,,,,,No,3
The Atlas of Us,Kristin Dwyer,,9780063088580,hardcover,to-read,2024/04/08,,,0.0,,,,,,,,,,,,,No,3
The Millennium Trilogy,Stieg Larsson,Reg Keeland (Translato,9780307594778,hardcover,read,2015/05/29,,,1.0,,,,,,,,3.0,,,,,No,3
You Will Speak For The Dead,R.A. Busby,,9781738316595,paperback,to-read,2024/12/03,,,0.0,,,,,,,,,,,,,No,3
Landline,Rainbow Rowell,,9781250049377,hardcover,to-read,2024/06/01,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
A Dangerous Collaboration,Deanna Raybourn,,9780451490735,digital,to-read,2024/03/14,,,0.0,,,,,,,,,,,,,No,3
That Time I Got Drunk and Saved a Human,Kimberly Lemming,,9781529431308,digital,to-read,2024/03/24,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
The Burning Page,Genevieve Cogman,,9781447256274,paperback,to-read,2024/05/30,,,0.0,,,,,,,,,,,,,No,3
What Hunts Inside the Shadows,Harper L. Woods,,B09RH5DG95,digital,read,2025/09/29,2025/10/01,2025/09/29-2025/10/01,1.0,,,,,,,,2.0,,,,,No,3
"Poverty, by America",Matthew Desmond,,9780593239919,hardcover,to-read,2024/01/08,,,0.0,,,,,,,,,,,,,No,3
"I Died Too, But They Haven't Buried Me Yet",Ross Jeﬀery,,9781955904889,paperback,read,2024/06/09,2024/06/21,2024/06/21,1.0,,,,,,,,5.0,"The book started out a little dull and I didn’t think it was going to get better, but I was SO wrong. This left me shattered and so fulfilled. It was everything a horror book should be.",,,,No,3
The Paleontologist,Luke Dumas,,9781668018262,paperback,to-read,2024/07/30,,,0.0,,,,,,,,,,,,,Yes,3
Indian Burial Ground,Nick Medina,,9780593546888,hardcover,to-read,2024/06/11,,,0.0,,,,,,,,,,,,,No,3
Horror Movie,Paul Tremblay,,9780063070011,hardcover,read,2024/06/11,2024/06/23,2024/06/23,1.0,,,,,,,,4.0,A great read and I keep having to wiggle my pinkies to make sure they’re still there,,,,No,3
The Coven,Harper L. Woods,,9798385603350,paperback,read,2024/08/08,2025/04/17,2025/04/16-2025/04/17,1.0,,medium,Character,No,It's complicated,No,Yes,3.25,,,,,Yes,3
What Lies Beyond the Veil,Harper L. Woods,,9781399711685,paperback,read,2025/04/04,2025/09/11,2025/09/06-2025/09/11,1.0,,,,,,,,2.75,,,,,No,3
The Book of Doors,Gareth Brown,,9780063323988,hardcover,to-read,2024/02/01,,,0.0,,,,,,,,,,,,,No,3
Happily Never After,Lynn Painter,,9780593638019,paperback,read,2024/03/14,2024/03/23,2024/03/23,1.0,,,,,,,,5.0,,,,,No,3
Carmilla,J. Sheridan Le Fanu,,9780809510832,paperback,to-read,2024/03/01,,,0.0,,,,,,,,,,,,,No,3
Blood Like Magic,Liselle Sambury,,9781534465282,hardcover,to-read,2024/03/08,,,0.0,,,,,,,,,,,,,No,3
The Dark Between The Trees,Fiona Barnett,,9781786187130,hardcover,to-read,2024/08/13,,,0.0,,,,,,,,,,,,,No,3
The Giver,Lois Lowry,,9780385732550,paperback,read,2015/05/29,,,1.0,,,,,,,,3.0,,,,,No,3
Incidents Around the House,Josh Malerman,,9780593723128,hardcover,read,2024/06/03,2024/08/09,2024/08/09,1.0,,,,,,,,4.0,,,,,No,3
The Whistling,Rebecca Netley,,9780241533994,hardcover,to-read,2024/06/09,,,0.0,,,,,,,,,,,,,No,3
Morbidly Yours,Ivy Fairbanks,,9798218176556,paperback,read,2024/06/05,2025/03/09,2025/03/06-2025/03/09,1.0,"emotional, hopeful",medium,Character,Yes,It's complicated,No,Yes,4.0,,,,,No,3
A History of Violence: Living and Dying in Central America,Óscar Martínez,Daniela Maria Ugaz (Tra,9781784781682,hardcover,to-read,2024/01/05,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
It Will Just Be Us,Jo Kaplan,,9781643854496,hardcover,to-read,2024/12/03,,,0.0,,,,,,,,,,,,,No,3
Not in My Book,Katie Holt,,9781639109753,paperback,to-read,2024/12/02,,,0.0,,,,,,,,,,,,,No,3
Late Bloomer,Mazey Eddings,,9781250847089,paperback,to-read,2024/02/17,,,0.0,,,,,,,,,,,,,No,3
Kafka on the Shore,Haruki Murakami,Philip Gabriel (Translato,9781400079278,paperback,read,2015/05/29,,,1.0,,,,,,,,4.0,,,,,No,3
Hekate,Nikita Gill,,9781398537163,digital,read,2025/10/03,2025/10/07,2025/10/03-2025/10/07,1.0,,,,,,,,4.0,,,,,No,3
Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Mary GrandPré (Illustra,9780439136365,paperback,read,2024/02/29,,,1.0,,,,,,,,,,,,,No,3
I'll Be Waiting,Kelley Armstrong,,9781250284211,hardcover,read,2025/10/13,2025/10/13,2025/10/13-2025/10/13,1.0,,,,,,,,5.0,,,,,No,3
"Red, White & Royal Blue",Casey McQuiston,,9781250316776,paperback,to-read,2024/05/12,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
The Midnight Library,Matt Haig,,9780525559474,hardcover,read,2024/02/01,,,1.0,,,,,,,,,,,,,No,3
1Q84,Haruki Murakami,"Jay Rubin (Translator),",9780307593313,hardcover,read,2015/05/29,2015/12/02,2015/12/02,1.0,,,,,,,,5.0,,,,,No,3
Dark Restraint,Katee Robert,,9781728262826,paperback,read,2024/02/22,2024/08/18,2024/08/18,1.0,,,,,,,,3.0,,,,upcoming-release,No,3
Wilder Girls,Rory Power,,9780525645580,hardcover,read,2024/01/06,2024/02/02,2024/02/02,1.0,,,,,,,,1.0,"This had so much potential, but just let me down hard",,,,No,3
She Left,Stacie Grey,,9781728292922,paperback,read,2024/08/14,2024/08/15,2024/08/15,1.0,,,,,,,,3.0,,,,,No,3
Night,Elie Wiesel,Marion Wiesel (Translat,9780374500016,paperback,read,2015/05/29,,,1.0,,,,,,,,5.0,,,,,No,3
Harry Potter and the Chamber of Secrets,J.K. Rowling,,,digital,read,2024/02/29,,,1.0,,,,,,,,,,,,,No,3
The Angel of Indian Lake,Stephen Graham Jones,,9781668011669,hardcover,to-read,2024/06/11,,,0.0,,,,,,,,,,,,,No,3
Problematic Summer Romance,Ali Hazelwood,,9798217188123,hardcover,read,2025/07/10,2025/07/10,2025/07/10-2025/07/10,1.0,,medium,Character,No,No,Yes,Yes,2.0,,,,,No,3
the princess and the dress maker,Michael F. Jones,,,,read,2025/11/24,2025/11/24,2025/11/24-2025/11/24,1.0,,,,,,,,5.0,,,,,No,3
Once and Again,Rebecca Serle,,9781668025918,hardcover,to-read,2026/02/09,,,0.0,,,,,,,,,,,,,No,3
The Memory Painter,Gwendolyn Womack,,9781250053039,hardcover,read,2015/05/29,2015/06/07,2015/06/07,1.0,,,,,,,,5.0,,,,,No,3
The Undertaking of Hart and Mercy,Megan Bannen,,9780356518657,digital,read,2024/02/01,2024/11/28,2024/11/28,1.0,,,,,,,,5.0,,,,,No,3
The Haunting of Paynes Hollow,Kelley Armstrong,,9781250360571,digital,read,2025/11/04,2025/11/06,2025/11/03-2025/11/06,1.0,,,,,,,,3.5,,,,,No,3
Letters to the Purple Satin Killer,Joshua Chaplinsky,,9781960988096,paperback,read,2024/12/27,2024/12/30,2024/12/30,1.0,,,,,,,,5.0,,,,,No,3
Mastering Magick: A Course in Spellcasting for the Psychic Witch,"Mat Auryn, Silver RavenWolf",,9780738766041,paperback,to-read,2024/01/05,,,0.0,,,,,,,,,,,,,Yes,3
Neon Gods,Katee Robert,,9781728231730,paperback,read,2024/02/01,,,1.0,,,,,,,,,,,,,No,3
Illuminations,T. Kingfisher,,9781614505778,paperback,to-read,2024/08/23,,,0.0,,,,,,,,,,,,,No,3
Just Another Missing Person,Gillian McAllister,,9780063252394,hardcover,read,2025/05/20,2025/05/22,2025/05/20-2025/05/22,1.0,,slow,Character,No,No,No,Yes,2.5,,,,,No,3
"Snotgirl, Volume 2: California Screaming","Bryan Lee O’Malley, Leslie Hung",,9781534306615,paperback,read,2024/02/01,,,1.0,,,,,,,,,,,,,No,3
Field Guide for the Formerly Villainous,Autumn K. England,,9781464243318,digital,to-read,2026/03/05,,,0.0,,,,,,,,,,,,,No,3
Dear Laura,Gemma Amor,,B07TSDR7NH,digital,to-read,2024/05/16,,,0.0,,,,,,,,,,,,,No,3
Garlic & the Vampire,Bree Paulsen,,9780062995094,hardcover,to-read,2024/02/08,,,0.0,,,,,,,,,,,,,No,3
The Calculation of You + Me,Serena Kaylor,,9781250908704,paperback,to-read,2024/06/11,,,0.0,,,,,,,,,,,,,No,3
The Wedding Witch,Erin Sterling,,9781035405343,digital,to-read,2024/05/12,,,0.0,,,,,,,,,,,,upcoming-release,No,3
Nine Goblins,T. Kingfisher,,9781310505768,digital,to-read,2024/08/23,,,0.0,,,,,,,,,,,,,No,3
Hell House,Richard Matheson,,9780727860996,hardcover,read,2025/06/19,2025/06/25,2025/06/19-2025/06/25,1.0,"challenging, dark, tense",medium,,,,,,2.0,,,,,No,3
Women´s Poems of Protest and Resistance. Honduras: 2009-2014: Spanish-English Bilingual Editio,Varias Autoras,Maria Roof (Translator),9781942369028,paperback,to-read,2024/01/05,,,0.0,,,,,,,,,,,,tbr-on-my-shelf,Yes,3
Dark Matter,Blake Crouch,,9781101904220,hardcover,to-read,2024/05/12,,,0.0,,,,,,,,,,,,,Yes,3
"World of Wonders: In Praise of Fireflies, Whale Sharks, and Other Astonishments",Aimee Nezhukumatathil,Fumi Nakamura (Illustra,9781571313652,hardcover,read,2024/02/01,2024/02/08,2024/02/08,1.0,,,,,,,,5.0,,,,,No,3
Where the Library Hides,Isabel Ibañez,,9781250822994,hardcover,to-read,2024/03/14,,,0.0,,,,,,,,,,,,,No,3
Ruby Spencer's Whisky Year,Rochelle Bilow,,9780593547885,paperback,to-read,2025/04/04,,,0.0,,,,,,,,,,,,,No,3
The Hunting Moon,Susan Dennard,,9781837840120,hardcover,to-read,2024/05/12,,,0.0,,,,,,,,,,,,,No,3
Unexpectedly Bookish,Elise Kennedy,,,digital,to-read,2026/03/19,,,0.0,,,,,,,,,,,,,No,3
Deep End,Ali Hazelwood,,9780593550441,paperback,read,2025/02/09,2025/02/08,2025/02/04-2025/02/08,1.0,,,,,,,,5.0,,,,,No,3
Lady Macbeth,Ava Reid,,9780593722565,hardcover,read,2024/06/11,2024/08/22,2024/08/22,1.0,,,,,,,,5.0,,,,upcoming-release,No,3
Sing Me to Sleep,Gabi Burton,,9781547610372,hardcover,to-read,2024/02/27,,,0.0,,,,,,,,,,,,,No,3
Sour Cherry,Natalia Theodoridou,,9781035416165,digital,to-read,2024/12/31,,,0.0,,,,,,,,,,,,,No,3
Hollow Heathens: Book of Blackwell,Nicole Fiorina,,9781735204727,paperback,to-read,2024/02/18,,,0.0,,,,,,,,,,,,,No,3
Voice Like a Hyacinth,Clay McLeod Chapman,,9781662515415,digital,to-read,2026/02/04,,,0.0,,,,,,,,,,,,,No,3
"I, Medusa",Ayana Gray,,9780593733769,hardcover,did-not-finish,2026/01/15,,,0.0,,,,,,,,,,,,,No,3
